ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source
Maihiki-106-sleep-1-1,Maihiki-106-sleep-1,k.ã,106-sleep-34,false,expert,Chacon2014,k ã - -,expert,Chacon2014
Sekoya-106-sleep-1-1,Sekoya-106-sleep-1,k.ã,106-sleep-34,false,expert,Chacon2014,k ã - -,expert,Chacon2014
Siona-106-sleep-1-1,Siona-106-sleep-1,k.ã,106-sleep-34,false,expert,Chacon2014,k ã - -,expert,Chacon2014
Tanimuka-106-sleep-1-1,Tanimuka-106-sleep-1,k.ã.r.ĩ,106-sleep-34,false,expert,Chacon2014,k ã ɾ ĩ,expert,Chacon2014
Tukano-106-sleep-1-1,Tukano-106-sleep-1,k.ã.n.ĩ,106-sleep-34,false,expert,Chacon2014,k ã n ĩ,expert,Chacon2014
Tuyuka-106-sleep-1-1,Tuyuka-106-sleep-1,k.ã.n.ĩ,106-sleep-34,false,expert,Chacon2014,k ã n ĩ,expert,Chacon2014
Wanano-106-sleep-1-1,Wanano-106-sleep-1,kh.ã.n.ĩ,106-sleep-34,false,expert,Chacon2014,kʰ ã n ĩ,expert,Chacon2014
Prototucanoan-106-sleep-1-1,Prototucanoan-106-sleep-1,k.ã,106-sleep-34,false,expert,Chacon2014,k ã - -,expert,Chacon2014
Barasano-36-elevatedstructureshelvesroofetc-1-1,Barasano-36-elevatedstructureshelvesroofetc-1,k.a.t∫.a,36-elevatedstructureshelvesroofetc-35,false,expert,Chacon2014,k a tʃ a,expert,Chacon2014
Desano-36-elevatedstructureshelvesroofetc-1-1,Desano-36-elevatedstructureshelvesroofetc-1,k.a.j.a,36-elevatedstructureshelvesroofetc-35,false,expert,Chacon2014,k a j a,expert,Chacon2014
Karapan-36-elevatedstructureshelvesroofetc-1-1,Karapan-36-elevatedstructureshelvesroofetc-1,k.a.j.a,36-elevatedstructureshelvesroofetc-35,false,expert,Chacon2014,k a j a,expert,Chacon2014
Koreguahe-36-elevatedstructureshelvesroofetc-1-1,Koreguahe-36-elevatedstructureshelvesroofetc-1,kh.a.j.a,36-elevatedstructureshelvesroofetc-35,false,expert,Chacon2014,kʰ a j a,expert,Chacon2014
Kubeo-36-elevatedstructureshelvesroofetc-1-1,Kubeo-36-elevatedstructureshelvesroofetc-1,k.a.j.a,36-elevatedstructureshelvesroofetc-35,false,expert,Chacon2014,k a j a,expert,Chacon2014
Tukano-36-elevatedstructureshelvesroofetc-1-1,Tukano-36-elevatedstructureshelvesroofetc-1,k.a.s.a,36-elevatedstructureshelvesroofetc-35,false,expert,Chacon2014,k a s a,expert,Chacon2014
Wanano-36-elevatedstructureshelvesroofetc-1-1,Wanano-36-elevatedstructureshelvesroofetc-1,k.a.s.a,36-elevatedstructureshelvesroofetc-35,false,expert,Chacon2014,k a s a,expert,Chacon2014
Prototucanoan-36-elevatedstructureshelvesroofetc-1-1,Prototucanoan-36-elevatedstructureshelvesroofetc-1,k.a.j.a,36-elevatedstructureshelvesroofetc-35,false,expert,Chacon2014,k a j a,expert,Chacon2014
Barasano-79-manioc-1-1,Barasano-79-manioc-1,k.ĩ.ĩ,79-manioc-36,false,expert,Chacon2014,k ĩ ĩ,expert,Chacon2014
Desano-79-manioc-1-1,Desano-79-manioc-1,k.ĩ.ĩ,79-manioc-36,false,expert,Chacon2014,k ĩ ĩ,expert,Chacon2014
Karapan-79-manioc-1-1,Karapan-79-manioc-1,k.i.i,79-manioc-36,false,expert,Chacon2014,k i i,expert,Chacon2014
Koreguahe-79-manioc-1-1,Koreguahe-79-manioc-1,kh.ɨ.i,79-manioc-36,false,expert,Chacon2014,kʰ ɨ i,expert,Chacon2014
Kubeo-79-manioc-1-1,Kubeo-79-manioc-1,k.ɨ.i,79-manioc-36,false,expert,Chacon2014,k ɨ i,expert,Chacon2014
Kueretu-79-manioc-1-1,Kueretu-79-manioc-1,k.ɨ,79-manioc-36,false,expert,Chacon2014,k ɨ -,expert,Chacon2014
Maihiki-79-manioc-1-1,Maihiki-79-manioc-1,k.ɨ.i,79-manioc-36,false,expert,Chacon2014,k ɨ i,expert,Chacon2014
Siona-79-manioc-1-1,Siona-79-manioc-1,k.ɨ.i,79-manioc-36,false,expert,Chacon2014,k ɨ i,expert,Chacon2014
Tanimuka-79-manioc-1-1,Tanimuka-79-manioc-1,k.i,79-manioc-36,false,expert,Chacon2014,k - i,expert,Chacon2014
Tukano-79-manioc-1-1,Tukano-79-manioc-1,k.i.i,79-manioc-36,false,expert,Chacon2014,k i i,expert,Chacon2014
Wanano-79-manioc-1-1,Wanano-79-manioc-1,kh.ɨ.ɨ,79-manioc-36,false,expert,Chacon2014,kʰ ɨ ɨ,expert,Chacon2014
Prototucanoan-79-manioc-1-1,Prototucanoan-79-manioc-1,k.ɨ.i,79-manioc-36,false,expert,Chacon2014,k ɨ i,expert,Chacon2014
Barasano-140-woodpecker-1-1,Barasano-140-woodpecker-1,k.õ.n.ẽ,140-woodpecker-37,false,expert,Chacon2014,k õ n ẽ,expert,Chacon2014
Desano-140-woodpecker-1-1,Desano-140-woodpecker-1,k.õ.n.ẽ,140-woodpecker-37,false,expert,Chacon2014,k õ n ẽ,expert,Chacon2014
Karapan-140-woodpecker-1-1,Karapan-140-woodpecker-1,k.õ.n.ẽ,140-woodpecker-37,false,expert,Chacon2014,k õ n ẽ,expert,Chacon2014
Koreguahe-140-woodpecker-1-1,Koreguahe-140-woodpecker-1,kh.õ.n.e,140-woodpecker-37,false,expert,Chacon2014,kʰ õ n e,expert,Chacon2014
Kubeo-140-woodpecker-1-1,Kubeo-140-woodpecker-1,k.õ.n.ẽ,140-woodpecker-37,false,expert,Chacon2014,k õ n ẽ,expert,Chacon2014
Maihiki-140-woodpecker-1-1,Maihiki-140-woodpecker-1,k.o.n.e,140-woodpecker-37,false,expert,Chacon2014,k o n e,expert,Chacon2014
Sekoya-140-woodpecker-1-1,Sekoya-140-woodpecker-1,k.õ.n.e,140-woodpecker-37,false,expert,Chacon2014,k õ n e,expert,Chacon2014
Siona-140-woodpecker-1-1,Siona-140-woodpecker-1,k.o.n.e,140-woodpecker-37,false,expert,Chacon2014,k o n e,expert,Chacon2014
Tukano-140-woodpecker-1-1,Tukano-140-woodpecker-1,k.õ.n.ẽ,140-woodpecker-37,false,expert,Chacon2014,k õ n ẽ,expert,Chacon2014
Wanano-140-woodpecker-1-1,Wanano-140-woodpecker-1,kh.õ.n.ẽ,140-woodpecker-37,false,expert,Chacon2014,kʰ õ n ẽ,expert,Chacon2014
Prototucanoan-140-woodpecker-1-1,Prototucanoan-140-woodpecker-1,k.o.n.e,140-woodpecker-37,false,expert,Chacon2014,k o n e,expert,Chacon2014
Barasano-119-tobite-1-1,Barasano-119-tobite-1,k.ũ.n.ĩ,119-tobite-38,false,expert,Chacon2014,k ũ n ĩ,expert,Chacon2014
Desano-119-tobite-1-1,Desano-119-tobite-1,k.ũ.n.ĩ,119-tobite-38,false,expert,Chacon2014,k ũ n ĩ,expert,Chacon2014
Koreguahe-119-tobite-1-1,Koreguahe-119-tobite-1,kh.ũ.ʔ.i,119-tobite-38,false,expert,Chacon2014,kʰ ũ ʔ i,expert,Chacon2014
Kubeo-119-tobite-1-1,Kubeo-119-tobite-1,k.ũ,119-tobite-38,false,expert,Chacon2014,k ũ - -,expert,Chacon2014
Maihiki-119-tobite-1-1,Maihiki-119-tobite-1,k.ũ.i,119-tobite-38,false,expert,Chacon2014,k ũ - i,expert,Chacon2014
Sekoya-119-tobite-1-1,Sekoya-119-tobite-1,k.õ.k.ɨ,119-tobite-38,false,expert,Chacon2014,k õ k ɨ,expert,Chacon2014
Siona-119-tobite-1-1,Siona-119-tobite-1,k.ũ.ʔ.i,119-tobite-38,false,expert,Chacon2014,k ũ ʔ i,expert,Chacon2014
Tanimuka-119-tobite-1-1,Tanimuka-119-tobite-1,k.u.ʔk.u,119-tobite-38,false,expert,Chacon2014,k u ˀk u,expert,Chacon2014
Tukano-119-tobite-1-1,Tukano-119-tobite-1,k.ũ.ʔn.ĩ,119-tobite-38,false,expert,Chacon2014,k ũ ˀn ĩ,expert,Chacon2014
Tuyuka-119-tobite-1-1,Tuyuka-119-tobite-1,b.a.k.a,119-tobite-142,false,expert,Chacon2014,b a k a - -,expert,Chacon2014
Yupua-119-tobite-1-1,Yupua-119-tobite-1,k.ũ.r.ĩ,119-tobite-38,false,expert,Chacon2014,k ũ ɾ ĩ,expert,Chacon2014
Prototucanoan-119-tobite-1-1,Prototucanoan-119-tobite-1,k.ũ,119-tobite-38,false,expert,Chacon2014,k ũ - -,expert,Chacon2014
Koreguahe-17-capybara-1-1,Koreguahe-17-capybara-1,kw.ẽ.s.o,17-capybara-39,false,expert,Chacon2014,kʷ ẽ s o,expert,Chacon2014
Kueretu-17-capybara-1-1,Kueretu-17-capybara-1,k.e.t.u,17-capybara-39,false,expert,Chacon2014,k e t u,expert,Chacon2014
Sekoya-17-capybara-1-1,Sekoya-17-capybara-1,kw.e.s.o,17-capybara-39,false,expert,Chacon2014,kʷ e s o,expert,Chacon2014
Siona-17-capybara-1-1,Siona-17-capybara-1,kwʔ.e.s.o,17-capybara-39,false,expert,Chacon2014,kʷˀ e s o,expert,Chacon2014
Tanimuka-17-capybara-1-1,Tanimuka-17-capybara-1,k.e.h.u,17-capybara-39,false,expert,Chacon2014,k e h u,expert,Chacon2014
Prototucanoan-17-capybara-1-1,Prototucanoan-17-capybara-1,kw.e.tj.u,17-capybara-39,false,expert,Chacon2014,kʷ e tʲ u,expert,Chacon2014
Barasano-133-wait-1-1,Barasano-133-wait-1,k.o.d.e,133-wait-40,false,expert,Chacon2014,k o d e,expert,Chacon2014
Desano-133-wait-1-1,Desano-133-wait-1,k.o.d.e,133-wait-40,false,expert,Chacon2014,k o d e,expert,Chacon2014
Kubeo-133-wait-1-1,Kubeo-133-wait-1,k.o.d.e,133-wait-40,false,expert,Chacon2014,k o d e,expert,Chacon2014
Kueretu-133-wait-1-1,Kueretu-133-wait-1,h.o.t.e,133-wait-40,false,expert,Chacon2014,h o t e,expert,Chacon2014
Maihiki-133-wait-1-1,Maihiki-133-wait-1,ɨ̃.t.e,133-wait-40,false,expert,Chacon2014,- ɨ̃ t e,expert,Chacon2014
Sekoya-133-wait-1-1,Sekoya-133-wait-1,u.t.e,133-wait-40,false,expert,Chacon2014,- u t e,expert,Chacon2014
Tukano-133-wait-1-1,Tukano-133-wait-1,k.o.ʔt.e,133-wait-40,false,expert,Chacon2014,k o ˀt e,expert,Chacon2014
Wanano-133-wait-1-1,Wanano-133-wait-1,k.o.ʔt.a,133-wait-40,false,expert,Chacon2014,k o ˀt a,expert,Chacon2014
Yupua-133-wait-1-1,Yupua-133-wait-1,k.o.r.e,133-wait-40,false,expert,Chacon2014,k o ɾ e,expert,Chacon2014
Prototucanoan-133-wait-1-1,Prototucanoan-133-wait-1,kw.ɨ.tʔ.e,133-wait-40,false,expert,Chacon2014,kʷ ɨ tˀ e,expert,Chacon2014
Barasano-77-macaw-1-1,Barasano-77-macaw-1,m.ã.h.ã,77-macaw-41,false,expert,Chacon2014,( - - - ) m ã h ã,expert,Chacon2014
Desano-77-macaw-1-1,Desano-77-macaw-1,m.ã.h.ã,77-macaw-41,false,expert,Chacon2014,( - - - ) m ã h ã,expert,Chacon2014
Karapan-77-macaw-1-1,Karapan-77-macaw-1,m.a.a,77-macaw-41,false,expert,Chacon2014,( - - - ) m a - a,expert,Chacon2014
Koreguahe-77-macaw-1-1,Koreguahe-77-macaw-1,m.a.a,77-macaw-41,false,expert,Chacon2014,( - - - ) m a - a,expert,Chacon2014
Kubeo-77-macaw-1-1,Kubeo-77-macaw-1,m.ã,77-macaw-41,false,expert,Chacon2014,( - - - ) m ã - -,expert,Chacon2014
Maihiki-77-macaw-1-1,Maihiki-77-macaw-1,m.a,77-macaw-41,false,expert,Chacon2014,( - - - ) m a - -,expert,Chacon2014
Sekoya-77-macaw-1-1,Sekoya-77-macaw-1,t.o.a.m.a,77-macaw-41,false,expert,Chacon2014,( t o a ) m a - -,expert,Chacon2014
Siona-77-macaw-1-1,Siona-77-macaw-1,m.a,77-macaw-41,false,expert,Chacon2014,( - - - ) m a - -,expert,Chacon2014
Tukano-77-macaw-1-1,Tukano-77-macaw-1,m.ã.h.ã,77-macaw-41,false,expert,Chacon2014,( - - - ) m ã h ã,expert,Chacon2014
Wanano-77-macaw-1-1,Wanano-77-macaw-1,m.ã.h.ã,77-macaw-41,false,expert,Chacon2014,( - - - ) m ã h ã,expert,Chacon2014
Prototucanoan-77-macaw-1-1,Prototucanoan-77-macaw-1,m.a.h.a,77-macaw-41,false,expert,Chacon2014,( - - - ) m a h a,expert,Chacon2014
Barasano-71-know-1-1,Barasano-71-know-1,m.ã.ts.ĩ,71-know-42,false,expert,Chacon2014,m ã ts ĩ,expert,Chacon2014
Desano-71-know-1-1,Desano-71-know-1,m.ã.s.ĩ,71-know-42,false,expert,Chacon2014,m ã s ĩ,expert,Chacon2014
Koreguahe-71-know-1-1,Koreguahe-71-know-1,m.a.s.i,71-know-42,false,expert,Chacon2014,m a s i,expert,Chacon2014
Kubeo-71-know-1-1,Kubeo-71-know-1,m.a.h.i,71-know-42,false,expert,Chacon2014,m a h i,expert,Chacon2014
Kueretu-71-know-1-1,Kueretu-71-know-1,m.a.s.i,71-know-42,false,expert,Chacon2014,m a s i,expert,Chacon2014
Siona-71-know-1-1,Siona-71-know-1,m.a.ʔs.i,71-know-42,false,expert,Chacon2014,m a ˀs i,expert,Chacon2014
Tukano-71-know-1-1,Tukano-71-know-1,m.ã.s.ĩ,71-know-42,false,expert,Chacon2014,m ã s ĩ,expert,Chacon2014
Tuyuka-71-know-1-1,Tuyuka-71-know-1,m.ã.s.ĩ,71-know-42,false,expert,Chacon2014,m ã s ĩ,expert,Chacon2014
Wanano-71-know-1-1,Wanano-71-know-1,m.ã.s.ĩ,71-know-42,false,expert,Chacon2014,m ã s ĩ,expert,Chacon2014
Prototucanoan-71-know-1-1,Prototucanoan-71-know-1,m.a.s.i,71-know-42,false,expert,Chacon2014,m a s i,expert,Chacon2014
Barasano-94-path-1-1,Barasano-94-path-1,m.a.a,94-path-43,false,expert,Chacon2014,m a - a,expert,Chacon2014
Desano-94-path-1-1,Desano-94-path-1,m.ã.ʔ.ã,94-path-43,false,expert,Chacon2014,m ã ʔ ã,expert,Chacon2014
Karapan-94-path-1-1,Karapan-94-path-1,m.ã.ʔ.ã,94-path-43,false,expert,Chacon2014,m ã ʔ ã,expert,Chacon2014
Koreguahe-94-path-1-1,Koreguahe-94-path-1,m.a.ʔ.a,94-path-43,false,expert,Chacon2014,m a ʔ a,expert,Chacon2014
Kubeo-94-path-1-1,Kubeo-94-path-1,m.ã,94-path-43,false,expert,Chacon2014,m ã - -,expert,Chacon2014
Kueretu-94-path-1-1,Kueretu-94-path-1,m.a.a,94-path-43,false,expert,Chacon2014,m a - a,expert,Chacon2014
Maihiki-94-path-1-1,Maihiki-94-path-1,m.a,94-path-43,false,expert,Chacon2014,m a - -,expert,Chacon2014
Sekoya-94-path-1-1,Sekoya-94-path-1,m.a.ʔ.a,94-path-43,false,expert,Chacon2014,m a ʔ a,expert,Chacon2014
Siona-94-path-1-1,Siona-94-path-1,m.a.ʔ.a,94-path-43,false,expert,Chacon2014,m a ʔ a,expert,Chacon2014
Tanimuka-94-path-1-1,Tanimuka-94-path-1,m.ã.ʔ.ã,94-path-43,false,expert,Chacon2014,m ã ʔ ã,expert,Chacon2014
Tukano-94-path-1-1,Tukano-94-path-1,m.ã,94-path-43,false,expert,Chacon2014,m ã - -,expert,Chacon2014
Tuyuka-94-path-1-1,Tuyuka-94-path-1,m.a.a,94-path-43,false,expert,Chacon2014,m a - a,expert,Chacon2014
Wanano-94-path-1-1,Wanano-94-path-1,m.ã.ʔ.ã,94-path-43,false,expert,Chacon2014,m ã ʔ ã,expert,Chacon2014
Prototucanoan-94-path-1-1,Prototucanoan-94-path-1,m.a.ʔ.a,94-path-43,false,expert,Chacon2014,m a ʔ a,expert,Chacon2014
Barasano-3-antsp-1-1,Barasano-3-antsp-1,m.ẽ.k.ã,3-antsp-44,false,expert,Chacon2014,m ẽ k ã,expert,Chacon2014
Desano-3-antsp-1-1,Desano-3-antsp-1,m.ẽ.ŋ.ã,3-antsp-44,false,expert,Chacon2014,m ẽ ŋ ã,expert,Chacon2014
Karapan-3-antsp-1-1,Karapan-3-antsp-1,m.ẽ.k.ã,3-antsp-44,false,expert,Chacon2014,m ẽ k ã,expert,Chacon2014
Koreguahe-3-antsp-1-1,Koreguahe-3-antsp-1,m.e.kh.a,3-antsp-44,false,expert,Chacon2014,m e kʰ a,expert,Chacon2014
Kubeo-3-antsp-1-1,Kubeo-3-antsp-1,m.ẽ.ã,3-antsp-44,false,expert,Chacon2014,m ẽ - ã,expert,Chacon2014
Kueretu-3-antsp-1-1,Kueretu-3-antsp-1,m.e.kj.a,3-antsp-44,false,expert,Chacon2014,m e kʲ a,expert,Chacon2014
Maihiki-3-antsp-1-1,Maihiki-3-antsp-1,m.e.k.a,3-antsp-44,false,expert,Chacon2014,m e k a,expert,Chacon2014
Siona-3-antsp-1-1,Siona-3-antsp-1,m.e.a,3-antsp-44,false,expert,Chacon2014,m e - a,expert,Chacon2014
Tanimuka-3-antsp-1-1,Tanimuka-3-antsp-1,m.ẽ.k.ã,3-antsp-44,false,expert,Chacon2014,m ẽ k ã,expert,Chacon2014
Tukano-3-antsp-1-1,Tukano-3-antsp-1,m.ẽ.k.ã,3-antsp-44,false,expert,Chacon2014,m ẽ k ã,expert,Chacon2014
Wanano-3-antsp-1-1,Wanano-3-antsp-1,m.ã.t∫.ɨ̃,3-antsp-44,false,expert,Chacon2014,m ã tʃ ɨ̃,expert,Chacon2014
Prototucanoan-3-antsp-1-1,Prototucanoan-3-antsp-1,m.e.k.a,3-antsp-44,false,expert,Chacon2014,m e k a,expert,Chacon2014
Barasano-63-hummingbird-1-1,Barasano-63-hummingbird-1,m.ĩ.m.ĩ,63-hummingbird-45,false,expert,Chacon2014,m ĩ m ĩ,expert,Chacon2014
Desano-63-hummingbird-1-1,Desano-63-hummingbird-1,m.ĩ.m.ĩ,63-hummingbird-45,false,expert,Chacon2014,m ĩ m ĩ,expert,Chacon2014
Karapan-63-hummingbird-1-1,Karapan-63-hummingbird-1,m.ĩ.m.ĩ,63-hummingbird-45,false,expert,Chacon2014,m ĩ m ĩ,expert,Chacon2014
Koreguahe-63-hummingbird-1-1,Koreguahe-63-hummingbird-1,m.i.m.i,63-hummingbird-45,false,expert,Chacon2014,m i m i,expert,Chacon2014
Kubeo-63-hummingbird-1-1,Kubeo-63-hummingbird-1,m.ĩ.m.ĩ,63-hummingbird-45,false,expert,Chacon2014,m ĩ m ĩ,expert,Chacon2014
Kueretu-63-hummingbird-1-1,Kueretu-63-hummingbird-1,m.i.m.i,63-hummingbird-45,false,expert,Chacon2014,m i m i,expert,Chacon2014
Maihiki-63-hummingbird-1-1,Maihiki-63-hummingbird-1,m.i.m.i,63-hummingbird-45,false,expert,Chacon2014,m i m i,expert,Chacon2014
Sekoya-63-hummingbird-1-1,Sekoya-63-hummingbird-1,m.i.m.i,63-hummingbird-45,false,expert,Chacon2014,m i m i,expert,Chacon2014
Siona-63-hummingbird-1-1,Siona-63-hummingbird-1,m.i.m.i,63-hummingbird-45,false,expert,Chacon2014,m i m i,expert,Chacon2014
Tukano-63-hummingbird-1-1,Tukano-63-hummingbird-1,m.ĩ.m.ĩ,63-hummingbird-45,false,expert,Chacon2014,m ĩ m ĩ,expert,Chacon2014
Wanano-63-hummingbird-1-1,Wanano-63-hummingbird-1,w̃.ĩ.ʔm.ĩ,63-hummingbird-45,false,expert,Chacon2014,w̃ ĩ ˀm ĩ,expert,Chacon2014
Prototucanoan-63-hummingbird-1-1,Prototucanoan-63-hummingbird-1,m.i.m.i,63-hummingbird-45,false,expert,Chacon2014,m i m i,expert,Chacon2014
Barasano-142-youall-1-1,Barasano-142-youall-1,m.ɨ̃.ã,142-youall-46,false,expert,Chacon2014,m ɨ̃ - ã ( - - - - - - ),expert,Chacon2014
Desano-142-youall-1-1,Desano-142-youall-1,m.ɨ̃.ã,142-youall-46,false,expert,Chacon2014,m ɨ̃ - ã ( - - - - - - ),expert,Chacon2014
Karapan-142-youall-1-1,Karapan-142-youall-1,m.ɨ̃.s.ã,142-youall-46,false,expert,Chacon2014,m ɨ̃ s ã ( - - - - - - ),expert,Chacon2014
Koreguahe-142-youall-1-1,Koreguahe-142-youall-1,m.ɨ.s.a.n.ɨ.kh.o.n.a,142-youall-46,false,expert,Chacon2014,m ɨ s a ( n ɨ kʰ o n a ),expert,Chacon2014
Kubeo-142-youall-1-1,Kubeo-142-youall-1,m.ɨ̃.h.ã,142-youall-46,false,expert,Chacon2014,m ɨ̃ h ã ( - - - - - - ),expert,Chacon2014
Kueretu-142-youall-1-1,Kueretu-142-youall-1,m.ɨ.t.a,142-youall-46,false,expert,Chacon2014,m ɨ t a ( - - - - - - ),expert,Chacon2014
Maihiki-142-youall-1-1,Maihiki-142-youall-1,m.ɨ.s.a,142-youall-46,false,expert,Chacon2014,m ɨ s a ( - - - - - - ),expert,Chacon2014
Sekoya-142-youall-1-1,Sekoya-142-youall-1,m.ɨ.s.a.r.u,142-youall-46,false,expert,Chacon2014,m ɨ s a ( - - ɾ - - u ),expert,Chacon2014
Siona-142-youall-1-1,Siona-142-youall-1,m.ɨ.s.a.k.w.a,142-youall-46,false,expert,Chacon2014,m ɨ s a ( - - k - w a ),expert,Chacon2014
Tanimuka-142-youall-1-1,Tanimuka-142-youall-1,m.ĩ.h.ã,142-youall-46,false,expert,Chacon2014,m ĩ h ã ( - - - - - - ),expert,Chacon2014
Tukano-142-youall-1-1,Tukano-142-youall-1,m.ɨ̃.s.ã,142-youall-46,false,expert,Chacon2014,m ɨ̃ s ã ( - - - - - - ),expert,Chacon2014
Tuyuka-142-youall-1-1,Tuyuka-142-youall-1,m.ɨ̃.ã,142-youall-46,false,expert,Chacon2014,m ɨ̃ - ã ( - - - - - - ),expert,Chacon2014
Wanano-142-youall-1-1,Wanano-142-youall-1,m.ɨ̃.h.ã,142-youall-46,false,expert,Chacon2014,m ɨ̃ h ã ( - - - - - - ),expert,Chacon2014
Prototucanoan-142-youall-1-1,Prototucanoan-142-youall-1,m.ɨ.ts.a,142-youall-46,false,expert,Chacon2014,m ɨ ts a ( - - - - - - ),expert,Chacon2014
Barasano-123-tobacco-1-1,Barasano-123-tobacco-1,m.ɨ̃.ʔn.õ,123-tobacco-47,false,expert,Chacon2014,m ɨ̃ ˀn õ,expert,Chacon2014
Desano-123-tobacco-1-1,Desano-123-tobacco-1,m.ũ.n.ũ,123-tobacco-47,false,expert,Chacon2014,m ũ n ũ,expert,Chacon2014
Karapan-123-tobacco-1-1,Karapan-123-tobacco-1,m.ɨ̃.n.õ,123-tobacco-47,false,expert,Chacon2014,m ɨ̃ n õ,expert,Chacon2014
Koreguahe-123-tobacco-1-1,Koreguahe-123-tobacco-1,m.ɨ.t.o,123-tobacco-47,false,expert,Chacon2014,m ɨ t o,expert,Chacon2014
Kueretu-123-tobacco-1-1,Kueretu-123-tobacco-1,m.ɨ.n.o,123-tobacco-47,false,expert,Chacon2014,m ɨ n o,expert,Chacon2014
Maihiki-123-tobacco-1-1,Maihiki-123-tobacco-1,m.ɨ.t.o,123-tobacco-47,false,expert,Chacon2014,m ɨ t o,expert,Chacon2014
Sekoya-123-tobacco-1-1,Sekoya-123-tobacco-1,m.ɨ.t.o,123-tobacco-47,false,expert,Chacon2014,m ɨ t o,expert,Chacon2014
Siona-123-tobacco-1-1,Siona-123-tobacco-1,m.u.t.o,123-tobacco-47,false,expert,Chacon2014,m u t o,expert,Chacon2014
Tanimuka-123-tobacco-1-1,Tanimuka-123-tobacco-1,m.ĩ.ʔr.õ,123-tobacco-47,false,expert,Chacon2014,m ĩ ˀɾ õ,expert,Chacon2014
Tukano-123-tobacco-1-1,Tukano-123-tobacco-1,m.ɨ̃.ʔn.õ,123-tobacco-47,false,expert,Chacon2014,m ɨ̃ ˀn õ,expert,Chacon2014
Tuyuka-123-tobacco-1-1,Tuyuka-123-tobacco-1,m.ɨ̃.n.õ,123-tobacco-47,false,expert,Chacon2014,m ɨ̃ n õ,expert,Chacon2014
Wanano-123-tobacco-1-1,Wanano-123-tobacco-1,m.ɨ̃.ʔt.õ,123-tobacco-47,false,expert,Chacon2014,m ɨ̃ ˀt õ,expert,Chacon2014
Prototucanoan-123-tobacco-1-1,Prototucanoan-123-tobacco-1,m.ɨ.tʔ.o,123-tobacco-47,false,expert,Chacon2014,m ɨ tˀ o,expert,Chacon2014
Barasano-82-mosquito-1-1,Barasano-82-mosquito-1,m.ɨ̃.t.ẽ,82-mosquito-48,false,expert,Chacon2014,m ɨ̃ t ẽ,expert,Chacon2014
Desano-82-mosquito-1-1,Desano-82-mosquito-1,m.ɨ̃.n.ẽ,82-mosquito-48,false,expert,Chacon2014,m ɨ̃ n ẽ,expert,Chacon2014
Karapan-82-mosquito-1-1,Karapan-82-mosquito-1,m.ɨ̃.t.ẽ,82-mosquito-48,false,expert,Chacon2014,m ɨ̃ t ẽ,expert,Chacon2014
Koreguahe-82-mosquito-1-1,Koreguahe-82-mosquito-1,m.ɨ.th.e,82-mosquito-48,false,expert,Chacon2014,m ɨ tʰ e,expert,Chacon2014
Kubeo-82-mosquito-1-1,Kubeo-82-mosquito-1,m.ɨ̃.t.ẽ,82-mosquito-48,false,expert,Chacon2014,m ɨ̃ t ẽ,expert,Chacon2014
Kueretu-82-mosquito-1-1,Kueretu-82-mosquito-1,m.ɨ.n.e,82-mosquito-48,false,expert,Chacon2014,m ɨ n e,expert,Chacon2014
Maihiki-82-mosquito-1-1,Maihiki-82-mosquito-1,m.ɨ.t.e,82-mosquito-48,false,expert,Chacon2014,m ɨ t e,expert,Chacon2014
Sekoya-82-mosquito-1-1,Sekoya-82-mosquito-1,m.u.ʔt.e,82-mosquito-48,false,expert,Chacon2014,m u ˀt e,expert,Chacon2014
Siona-82-mosquito-1-1,Siona-82-mosquito-1,m.ɨ.t.e,82-mosquito-48,false,expert,Chacon2014,m ɨ t e,expert,Chacon2014
Tanimuka-82-mosquito-1-1,Tanimuka-82-mosquito-1,m.ĩ.r.ĩ,82-mosquito-48,false,expert,Chacon2014,m ĩ ɾ ĩ,expert,Chacon2014
Tukano-82-mosquito-1-1,Tukano-82-mosquito-1,m.ɨ̃.t.ẽ,82-mosquito-48,false,expert,Chacon2014,m ɨ̃ t ẽ,expert,Chacon2014
Tuyuka-82-mosquito-1-1,Tuyuka-82-mosquito-1,m.ɨ̃.t.ẽ,82-mosquito-48,false,expert,Chacon2014,m ɨ̃ t ẽ,expert,Chacon2014
Wanano-82-mosquito-1-1,Wanano-82-mosquito-1,m.ɨ̃.t.ẽ,82-mosquito-48,false,expert,Chacon2014,m ɨ̃ t ẽ,expert,Chacon2014
Prototucanoan-82-mosquito-1-1,Prototucanoan-82-mosquito-1,m.ɨ.t.e,82-mosquito-48,false,expert,Chacon2014,m ɨ t e,expert,Chacon2014
Koreguahe-22-charcoal2-1-1,Koreguahe-22-charcoal2-1,n.e.o,22-charcoal2-49,false,expert,Chacon2014,n e o,expert,Chacon2014
Kubeo-22-charcoal2-1-1,Kubeo-22-charcoal2-1,n.ẽ.õ,22-charcoal2-49,false,expert,Chacon2014,n ẽ õ,expert,Chacon2014
Maihiki-22-charcoal2-1-1,Maihiki-22-charcoal2-1,n.e.o,22-charcoal2-49,false,expert,Chacon2014,n e o,expert,Chacon2014
