ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source
Sekoya-22-charcoal2-1-1,Sekoya-22-charcoal2-1,n.ẽ.õ,22-charcoal2-49,false,expert,Chacon2014,n ẽ õ,expert,Chacon2014
Siona-22-charcoal2-1-1,Siona-22-charcoal2-1,n.e.o,22-charcoal2-49,false,expert,Chacon2014,n e o,expert,Chacon2014
Prototucanoan-22-charcoal2-1-1,Prototucanoan-22-charcoal2-1,n.e.o,22-charcoal2-49,false,expert,Chacon2014,n e o,expert,Chacon2014
Barasano-16-buritipalm-1-1,Barasano-16-buritipalm-1,r.ẽ.e,16-buritipalm-50,false,expert,Chacon2014,ɾ ẽ - e,expert,Chacon2014
Desano-16-buritipalm-1-1,Desano-16-buritipalm-1,n.ẽ.ʔ.ẽ,16-buritipalm-50,false,expert,Chacon2014,n ẽ ʔ ẽ,expert,Chacon2014
Karapan-16-buritipalm-1-1,Karapan-16-buritipalm-1,n.e.e,16-buritipalm-50,false,expert,Chacon2014,n e - e,expert,Chacon2014
Koreguahe-16-buritipalm-1-1,Koreguahe-16-buritipalm-1,n.e.ʔ.e,16-buritipalm-50,false,expert,Chacon2014,n e ʔ e,expert,Chacon2014
Kubeo-16-buritipalm-1-1,Kubeo-16-buritipalm-1,n.ẽ.ĩ,16-buritipalm-50,false,expert,Chacon2014,n ẽ - ĩ,expert,Chacon2014
Sekoya-16-buritipalm-1-1,Sekoya-16-buritipalm-1,n.ẽ.ʔ.ẽ,16-buritipalm-50,false,expert,Chacon2014,n ẽ ʔ ẽ,expert,Chacon2014
Siona-16-buritipalm-1-1,Siona-16-buritipalm-1,n.e.ʔ.e,16-buritipalm-50,false,expert,Chacon2014,n e ʔ e,expert,Chacon2014
Tukano-16-buritipalm-1-1,Tukano-16-buritipalm-1,n.ẽ.ʔ.ẽ,16-buritipalm-50,false,expert,Chacon2014,n ẽ ʔ ẽ,expert,Chacon2014
Wanano-16-buritipalm-1-1,Wanano-16-buritipalm-1,n.ã.ʔ.ã,16-buritipalm-50,false,expert,Chacon2014,n ã ʔ ã,expert,Chacon2014
Prototucanoan-16-buritipalm-1-1,Prototucanoan-16-buritipalm-1,n.e.ʔ.e,16-buritipalm-50,false,expert,Chacon2014,n e ʔ e,expert,Chacon2014
Barasano-21-charcoal1-1-1,Barasano-21-charcoal1-1,r.ĩ.t.ĩ,21-charcoal1-51,false,expert,Chacon2014,ɾ ĩ t ĩ,expert,Chacon2014
Desano-21-charcoal1-1-1,Desano-21-charcoal1-1,n.ĩ.t.ĩ,21-charcoal1-51,false,expert,Chacon2014,n ĩ t ĩ,expert,Chacon2014
Karapan-21-charcoal1-1-1,Karapan-21-charcoal1-1,n.ĩ.t.ĩ,21-charcoal1-51,false,expert,Chacon2014,n ĩ t ĩ,expert,Chacon2014
Tanimuka-21-charcoal1-1-1,Tanimuka-21-charcoal1-1,n.ĩ.t.ĩ,21-charcoal1-51,false,expert,Chacon2014,n ĩ t ĩ,expert,Chacon2014
Tukano-21-charcoal1-1-1,Tukano-21-charcoal1-1,n.ĩ.t.ĩ,21-charcoal1-51,false,expert,Chacon2014,n ĩ t ĩ,expert,Chacon2014
Tuyuka-21-charcoal1-1-1,Tuyuka-21-charcoal1-1,n.ĩ.t.ĩ,21-charcoal1-51,false,expert,Chacon2014,n ĩ t ĩ,expert,Chacon2014
Wanano-21-charcoal1-1-1,Wanano-21-charcoal1-1,n.ĩ.t.ĩ,21-charcoal1-51,false,expert,Chacon2014,n ĩ t ĩ,expert,Chacon2014
Prototucanoan-21-charcoal1-1-1,Prototucanoan-21-charcoal1-1,n.i.tt.i,21-charcoal1-51,false,expert,Chacon2014,n i tː i,expert,Chacon2014
Barasano-111-stop-1-1,Barasano-111-stop-1,r.ɨ̃.ŋ.õ,111-stop-52,false,expert,Chacon2014,ɾ ɨ̃ ŋ õ,expert,Chacon2014
Desano-111-stop-1-1,Desano-111-stop-1,n.ũ.ŋ.ũ,111-stop-52,false,expert,Chacon2014,n ũ ŋ ũ,expert,Chacon2014
Karapan-111-stop-1-1,Karapan-111-stop-1,n.ɨ̃.k.ã,111-stop-52,false,expert,Chacon2014,n ɨ̃ k ã,expert,Chacon2014
Koreguahe-111-stop-1-1,Koreguahe-111-stop-1,n.ɨ.kh.a,111-stop-52,false,expert,Chacon2014,n ɨ kʰ a,expert,Chacon2014
Kubeo-111-stop-1-1,Kubeo-111-stop-1,n.ú,111-stop-52,false,expert,Chacon2014,n ú/u - -,expert,Chacon2014
Maihiki-111-stop-1-1,Maihiki-111-stop-1,n.ɨ.k.a,111-stop-52,false,expert,Chacon2014,n ɨ k a,expert,Chacon2014
Sekoya-111-stop-1-1,Sekoya-111-stop-1,n.ɨ̃.k.a,111-stop-52,false,expert,Chacon2014,n ɨ̃ k a,expert,Chacon2014
Siona-111-stop-1-1,Siona-111-stop-1,n.ɨ̃.k.a,111-stop-52,false,expert,Chacon2014,n ɨ̃ k a,expert,Chacon2014
Tukano-111-stop-1-1,Tukano-111-stop-1,n.ɨ̃.ʔk.ã,111-stop-52,false,expert,Chacon2014,n ɨ̃ ˀk ã,expert,Chacon2014
Tuyuka-111-stop-1-1,Tuyuka-111-stop-1,n.ũ.k.ũ,111-stop-52,false,expert,Chacon2014,n ũ k ũ,expert,Chacon2014
Prototucanoan-111-stop-1-1,Prototucanoan-111-stop-1,n.ɨ.kʔ,111-stop-52,false,expert,Chacon2014,n ɨ kˀ -,expert,Chacon2014
Karapan-96-penis-1-1,Karapan-96-penis-1,n.ũ.n.ĩ,96-penis-53,false,expert,Chacon2014,n ũ - ( n ĩ ),expert,Chacon2014
Kubeo-96-penis-1-1,Kubeo-96-penis-1,n.õ.ẽ,96-penis-53,false,expert,Chacon2014,n õ ẽ ( - - ),expert,Chacon2014
Kueretu-96-penis-1-1,Kueretu-96-penis-1,n.o.n.i,96-penis-53,false,expert,Chacon2014,n o - ( n i ),expert,Chacon2014
Maihiki-96-penis-1-1,Maihiki-96-penis-1,n.o.a,96-penis-53,false,expert,Chacon2014,n o a ( - - ),expert,Chacon2014
Tanimuka-96-penis-1-1,Tanimuka-96-penis-1,r.ũ.r.i,96-penis-53,false,expert,Chacon2014,ɾ ũ - ( ɾ i ),expert,Chacon2014
Tukano-96-penis-1-1,Tukano-96-penis-1,n.ũ.n.ĩ,96-penis-53,false,expert,Chacon2014,n ũ - ( n ĩ ),expert,Chacon2014
Tuyuka-96-penis-1-1,Tuyuka-96-penis-1,s.e.j.u.a,96-penis-143,false,expert,Chacon2014,s e j u a,expert,Chacon2014
Wanano-96-penis-1-1,Wanano-96-penis-1,n.ũ.n.ɨ̃,96-penis-53,false,expert,Chacon2014,n ũ - ( n ɨ̃ ),expert,Chacon2014
Prototucanoan-96-penis-1-1,Prototucanoan-96-penis-1,n.o,96-penis-53,false,expert,Chacon2014,n o - ( - - ),expert,Chacon2014
Barasano-120-tocry-1-1,Barasano-120-tocry-1,o.t.i,120-tocry-54,false,expert,Chacon2014,o t i,expert,Chacon2014
Desano-120-tocry-1-1,Desano-120-tocry-1,o.t.i,120-tocry-54,false,expert,Chacon2014,o t i,expert,Chacon2014
Karapan-120-tocry-1-1,Karapan-120-tocry-1,o.t.i,120-tocry-54,false,expert,Chacon2014,o t i,expert,Chacon2014
Koreguahe-120-tocry-1-1,Koreguahe-120-tocry-1,o.i,120-tocry-54,false,expert,Chacon2014,o - i,expert,Chacon2014
Kubeo-120-tocry-1-1,Kubeo-120-tocry-1,o,120-tocry-54,false,expert,Chacon2014,o - -,expert,Chacon2014
Maihiki-120-tocry-1-1,Maihiki-120-tocry-1,o.i,120-tocry-54,false,expert,Chacon2014,o - i,expert,Chacon2014
Sekoya-120-tocry-1-1,Sekoya-120-tocry-1,o.i,120-tocry-54,false,expert,Chacon2014,o - i,expert,Chacon2014
Siona-120-tocry-1-1,Siona-120-tocry-1,o.i,120-tocry-54,false,expert,Chacon2014,o - i,expert,Chacon2014
Tuyuka-120-tocry-1-1,Tuyuka-120-tocry-1,u.t.i,120-tocry-54,false,expert,Chacon2014,u t i,expert,Chacon2014
Wanano-120-tocry-1-1,Wanano-120-tocry-1,t.i,120-tocry-54,false,expert,Chacon2014,- t i,expert,Chacon2014
Yupua-120-tocry-1-1,Yupua-120-tocry-1,o.t.i,120-tocry-54,false,expert,Chacon2014,o t i,expert,Chacon2014
Prototucanoan-120-tocry-1-1,Prototucanoan-120-tocry-1,o,120-tocry-54,false,expert,Chacon2014,o - -,expert,Chacon2014
Barasano-7-bat-1-1,Barasano-7-bat-1,o.t∫.o,7-bat-55,false,expert,Chacon2014,- o - tʃ o,expert,Chacon2014
Desano-7-bat-1-1,Desano-7-bat-1,o.j.o,7-bat-55,false,expert,Chacon2014,- o - j o,expert,Chacon2014
Karapan-7-bat-1-1,Karapan-7-bat-1,o.s.o,7-bat-55,false,expert,Chacon2014,- o - s o,expert,Chacon2014
Koreguahe-7-bat-1-1,Koreguahe-7-bat-1,o.j.o,7-bat-55,false,expert,Chacon2014,- o - j o,expert,Chacon2014
Kubeo-7-bat-1-1,Kubeo-7-bat-1,o.j.o,7-bat-55,false,expert,Chacon2014,- o - j o,expert,Chacon2014
Kueretu-7-bat-1-1,Kueretu-7-bat-1,h.o.i.j.o,7-bat-55,false,expert,Chacon2014,h o i j o,expert,Chacon2014
Maihiki-7-bat-1-1,Maihiki-7-bat-1,o.j.o,7-bat-55,false,expert,Chacon2014,- o - j o,expert,Chacon2014
Piratapuyo-7-bat-1-1,Piratapuyo-7-bat-1,o.s.o,7-bat-55,false,expert,Chacon2014,- o - s o,expert,Chacon2014
Sekoya-7-bat-1-1,Sekoya-7-bat-1,o.j.o,7-bat-55,false,expert,Chacon2014,- o - j o,expert,Chacon2014
Siona-7-bat-1-1,Siona-7-bat-1,o.j.o,7-bat-55,false,expert,Chacon2014,- o - j o,expert,Chacon2014
Tanimuka-7-bat-1-1,Tanimuka-7-bat-1,o.j.o,7-bat-55,false,expert,Chacon2014,- o - j o,expert,Chacon2014
Tukano-7-bat-1-1,Tukano-7-bat-1,o.s.o,7-bat-55,false,expert,Chacon2014,- o - s o,expert,Chacon2014
Tuyuka-7-bat-1-1,Tuyuka-7-bat-1,o.s.o,7-bat-55,false,expert,Chacon2014,- o - s o,expert,Chacon2014
Prototucanoan-7-bat-1-1,Prototucanoan-7-bat-1,o.j.o,7-bat-55,false,expert,Chacon2014,- o - j o,expert,Chacon2014
Barasano-135-water-1-1,Barasano-135-water-1,o.k.o,135-water-56,false,expert,Chacon2014,- - o k o ( - - - - ),expert,Chacon2014
Desano-135-water-1-1,Desano-135-water-1,d.e.k.o,135-water-56,false,expert,Chacon2014,d e - k o ( - - - - ),expert,Chacon2014
Karapan-135-water-1-1,Karapan-135-water-1,o.k.o,135-water-56,false,expert,Chacon2014,- - o k o ( - - - - ),expert,Chacon2014
Koreguahe-135-water-1-1,Koreguahe-135-water-1,o.kh.o,135-water-56,false,expert,Chacon2014,- - o kʰ o ( - - - - ),expert,Chacon2014
Kubeo-135-water-1-1,Kubeo-135-water-1,o.k.o,135-water-56,false,expert,Chacon2014,- - o k o ( - - - - ),expert,Chacon2014
Kueretu-135-water-1-1,Kueretu-135-water-1,k.o.t.a.p.u,135-water-56,false,expert,Chacon2014,- - - k o ( t a p u ),expert,Chacon2014
Maihiki-135-water-1-1,Maihiki-135-water-1,o.k.o,135-water-56,false,expert,Chacon2014,- - o k o ( - - - - ),expert,Chacon2014
Sekoya-135-water-1-1,Sekoya-135-water-1,o.k.o,135-water-56,false,expert,Chacon2014,- - o k o ( - - - - ),expert,Chacon2014
Siona-135-water-1-1,Siona-135-water-1,o.k.o,135-water-56,false,expert,Chacon2014,- - o k o ( - - - - ),expert,Chacon2014
Tanimuka-135-water-1-1,Tanimuka-135-water-1,o.k.o,135-water-56,false,expert,Chacon2014,- - o k o ( - - - - ),expert,Chacon2014
Tukano-135-water-1-1,Tukano-135-water-1,o.k.o,135-water-56,false,expert,Chacon2014,- - o k o ( - - - - ),expert,Chacon2014
Tuyuka-135-water-1-1,Tuyuka-135-water-1,o.k.o,135-water-56,false,expert,Chacon2014,- - o k o ( - - - - ),expert,Chacon2014
Wanano-135-water-1-1,Wanano-135-water-1,k.o,135-water-56,false,expert,Chacon2014,- - - k o ( - - - - ),expert,Chacon2014
Prototucanoan-135-water-1-1,Prototucanoan-135-water-1,o.kk.o,135-water-56,false,expert,Chacon2014,- - o kː o ( - - - - ),expert,Chacon2014
Barasano-98-plant-1-1,Barasano-98-plant-1,o.t.e,98-plant-57,false,expert,Chacon2014,- o t e -,expert,Chacon2014
Desano-98-plant-1-1,Desano-98-plant-1,o.t.e,98-plant-57,false,expert,Chacon2014,- o t e -,expert,Chacon2014
Karapan-98-plant-1-1,Karapan-98-plant-1,o.t.e,98-plant-57,false,expert,Chacon2014,- o t e -,expert,Chacon2014
Koreguahe-98-plant-1-1,Koreguahe-98-plant-1,o.th.e,98-plant-57,false,expert,Chacon2014,- o tʰ e -,expert,Chacon2014
Kubeo-98-plant-1-1,Kubeo-98-plant-1,o.t.e,98-plant-57,false,expert,Chacon2014,- o t e -,expert,Chacon2014
Maihiki-98-plant-1-1,Maihiki-98-plant-1,o.t.e,98-plant-57,false,expert,Chacon2014,- o t e -,expert,Chacon2014
Sekoya-98-plant-1-1,Sekoya-98-plant-1,o.t.e,98-plant-57,false,expert,Chacon2014,- o t e -,expert,Chacon2014
Siona-98-plant-1-1,Siona-98-plant-1,o.t.e,98-plant-57,false,expert,Chacon2014,- o t e -,expert,Chacon2014
Tanimuka-98-plant-1-1,Tanimuka-98-plant-1,h.o.t.o,98-plant-57,false,expert,Chacon2014,h o t o -,expert,Chacon2014
Tukano-98-plant-1-1,Tukano-98-plant-1,o.t.e,98-plant-57,false,expert,Chacon2014,- o t e -,expert,Chacon2014
Tuyuka-98-plant-1-1,Tuyuka-98-plant-1,o.t.e,98-plant-57,false,expert,Chacon2014,- o t e -,expert,Chacon2014
Wanano-98-plant-1-1,Wanano-98-plant-1,t.o.a,98-plant-57,false,expert,Chacon2014,- - t o a,expert,Chacon2014
Prototucanoan-98-plant-1-1,Prototucanoan-98-plant-1,o.tt.e,98-plant-57,false,expert,Chacon2014,- o tː e -,expert,Chacon2014
Barasano-74-larva-1-1,Barasano-74-larva-1,b.e.k.o,74-larva-58,false,expert,Chacon2014,b e k o,expert,Chacon2014
Desano-74-larva-1-1,Desano-74-larva-1,b.e.k.a,74-larva-58,false,expert,Chacon2014,b e k a,expert,Chacon2014
Karapan-74-larva-1-1,Karapan-74-larva-1,b.e.k.o,74-larva-58,false,expert,Chacon2014,b e k o,expert,Chacon2014
Koreguahe-74-larva-1-1,Koreguahe-74-larva-1,p.e.kh.o,74-larva-58,false,expert,Chacon2014,p e kʰ o,expert,Chacon2014
Maihiki-74-larva-1-1,Maihiki-74-larva-1,b.e.k.u,74-larva-58,false,expert,Chacon2014,b e k u,expert,Chacon2014
Sekoya-74-larva-1-1,Sekoya-74-larva-1,pʔ.e.k.o,74-larva-58,false,expert,Chacon2014,pˀ e k o,expert,Chacon2014
Siona-74-larva-1-1,Siona-74-larva-1,pʔ.e.k.o,74-larva-58,false,expert,Chacon2014,pˀ e k o,expert,Chacon2014
Tukano-74-larva-1-1,Tukano-74-larva-1,b.e.k.o,74-larva-58,false,expert,Chacon2014,b e k o,expert,Chacon2014
Prototucanoan-74-larva-1-1,Prototucanoan-74-larva-1,pʔ.e.kk.o,74-larva-58,false,expert,Chacon2014,pˀ e kː o,expert,Chacon2014
Barasano-108-spider-1-1,Barasano-108-spider-1,b.ɨ.h.ɨ,108-spider-59,false,expert,Chacon2014,b ɨ h ɨ,expert,Chacon2014
Desano-108-spider-1-1,Desano-108-spider-1,b.ɨ.p.ɨ,108-spider-59,false,expert,Chacon2014,b ɨ p ɨ,expert,Chacon2014
Karapan-108-spider-1-1,Karapan-108-spider-1,b.ɨ.p.ɨ,108-spider-59,false,expert,Chacon2014,b ɨ p ɨ,expert,Chacon2014
Koreguahe-108-spider-1-1,Koreguahe-108-spider-1,h.ɨ̃.h.ɨ̃,108-spider-59,false,expert,Chacon2014,h ɨ̃ h ɨ̃,expert,Chacon2014
Kubeo-108-spider-1-1,Kubeo-108-spider-1,p.ɨ̃.p.ɨ̃,108-spider-59,false,expert,Chacon2014,p ɨ̃ p ɨ̃,expert,Chacon2014
Kueretu-108-spider-1-1,Kueretu-108-spider-1,h.e.h.e,108-spider-59,false,expert,Chacon2014,h e h e,expert,Chacon2014
Maihiki-108-spider-1-1,Maihiki-108-spider-1,h.ɨ̃.h.ɨ̃,108-spider-59,false,expert,Chacon2014,h ɨ̃ h ɨ̃,expert,Chacon2014
Siona-108-spider-1-1,Siona-108-spider-1,h.ɨ̃.h.ɨ̃,108-spider-59,false,expert,Chacon2014,h ɨ̃ h ɨ̃,expert,Chacon2014
Tukano-108-spider-1-1,Tukano-108-spider-1,b.ɨ.p.ɨ,108-spider-59,false,expert,Chacon2014,b ɨ p ɨ,expert,Chacon2014
Tuyuka-108-spider-1-1,Tuyuka-108-spider-1,b.ɨ.p.ɨ,108-spider-59,false,expert,Chacon2014,b ɨ p ɨ,expert,Chacon2014
Wanano-108-spider-1-1,Wanano-108-spider-1,w.ɨ.p.ɨ,108-spider-59,false,expert,Chacon2014,w ɨ p ɨ,expert,Chacon2014
Yupua-108-spider-1-1,Yupua-108-spider-1,b.ɨ.b.ɨ,108-spider-59,false,expert,Chacon2014,b ɨ b ɨ,expert,Chacon2014
Prototucanoan-108-spider-1-1,Prototucanoan-108-spider-1,pʔ.ɨ.p.ɨ,108-spider-59,false,expert,Chacon2014,pˀ ɨ p ɨ,expert,Chacon2014
Barasano-115-termite-1-1,Barasano-115-termite-1,b.u.t.u,115-termite-60,false,expert,Chacon2014,b u t u,expert,Chacon2014
Desano-115-termite-1-1,Desano-115-termite-1,b.u.d.u,115-termite-60,false,expert,Chacon2014,b u d u,expert,Chacon2014
Karapan-115-termite-1-1,Karapan-115-termite-1,b.u.t.u,115-termite-60,false,expert,Chacon2014,b u t u,expert,Chacon2014
Kueretu-115-termite-1-1,Kueretu-115-termite-1,p.o.r.u,115-termite-60,false,expert,Chacon2014,p o ɾ u,expert,Chacon2014
Tanimuka-115-termite-1-1,Tanimuka-115-termite-1,b.u.t.u,115-termite-60,false,expert,Chacon2014,b u t u,expert,Chacon2014
Tukano-115-termite-1-1,Tukano-115-termite-1,b.u.t.u,115-termite-60,false,expert,Chacon2014,b u t u,expert,Chacon2014
Wanano-115-termite-1-1,Wanano-115-termite-1,b.u.t.u,115-termite-60,false,expert,Chacon2014,b u t u,expert,Chacon2014
Prototucanoan-115-termite-1-1,Prototucanoan-115-termite-1,pʔ.u.t.u,115-termite-60,false,expert,Chacon2014,pˀ u t u,expert,Chacon2014
Barasano-97-people-1-1,Barasano-97-people-1,m.ã.t∫.ã,97-people-61,false,expert,Chacon2014,m ã tʃ ã ( - - ),expert,Chacon2014
Karapan-97-people-1-1,Karapan-97-people-1,m.ã.s.ã,97-people-61,false,expert,Chacon2014,m ã s ã ( - - ),expert,Chacon2014
Koreguahe-97-people-1-1,Koreguahe-97-people-1,p.ã.i,97-people-61,false,expert,Chacon2014,p ã - - ( i - ),expert,Chacon2014
Kubeo-97-people-1-1,Kubeo-97-people-1,m.ã.h.ã,97-people-61,false,expert,Chacon2014,m ã h ã ( - - ),expert,Chacon2014
Kueretu-97-people-1-1,Kueretu-97-people-1,m.a.t.a.r.ɨ,97-people-61,false,expert,Chacon2014,m a t a ( ɾ ɨ ),expert,Chacon2014
Maihiki-97-people-1-1,Maihiki-97-people-1,m.ã.ĩ,97-people-61,false,expert,Chacon2014,m ã - - ( ĩ - ),expert,Chacon2014
Sekoya-97-people-1-1,Sekoya-97-people-1,pʔ.ã.i,97-people-61,false,expert,Chacon2014,pˀ ã - - ( i - ),expert,Chacon2014
Siona-97-people-1-1,Siona-97-people-1,pʔ.ã,97-people-61,false,expert,Chacon2014,pˀ ã - - ( - - ),expert,Chacon2014
Tanimuka-97-people-1-1,Tanimuka-97-people-1,m.ã.h.ã,97-people-61,false,expert,Chacon2014,m ã h ã ( - - ),expert,Chacon2014
Tukano-97-people-1-1,Tukano-97-people-1,m.ã.s.ã,97-people-61,false,expert,Chacon2014,m ã s ã ( - - ),expert,Chacon2014
Tuyuka-97-people-1-1,Tuyuka-97-people-1,b.a.s.o,97-people-61,false,expert,Chacon2014,b a s o ( - - ),expert,Chacon2014
Wanano-97-people-1-1,Wanano-97-people-1,m.ã.h.ã,97-people-61,false,expert,Chacon2014,m ã h ã ( - - ),expert,Chacon2014
Yupua-97-people-1-1,Yupua-97-people-1,m.ã.ts.ã,97-people-61,false,expert,Chacon2014,m ã ts ã ( - - ),expert,Chacon2014
Prototucanoan-97-people-1-1,Prototucanoan-97-people-1,pʔ.ã.ts.ã,97-people-61,false,expert,Chacon2014,pˀ ã ts ã ( - - ),expert,Chacon2014
Barasano-28-dance-1-1,Barasano-28-dance-1,b.a.ts.a,28-dance-62,false,expert,Chacon2014,b a ts a,expert,Chacon2014
Desano-28-dance-1-1,Desano-28-dance-1,b.a.j.a,28-dance-62,false,expert,Chacon2014,b a j a,expert,Chacon2014
Karapan-28-dance-1-1,Karapan-28-dance-1,b.a.s.a,28-dance-62,false,expert,Chacon2014,b a s a,expert,Chacon2014
Kubeo-28-dance-1-1,Kubeo-28-dance-1,b.a.j.a,28-dance-62,false,expert,Chacon2014,b a j a,expert,Chacon2014
Maihiki-28-dance-1-1,Maihiki-28-dance-1,t.ɨ.t.e,28-dance-62,false,expert,Chacon2014,t ɨ t e,expert,Chacon2014
Tanimuka-28-dance-1-1,Tanimuka-28-dance-1,b.a.j.a,28-dance-62,false,expert,Chacon2014,b a j a,expert,Chacon2014
Tukano-28-dance-1-1,Tukano-28-dance-1,b.a.s.a,28-dance-62,false,expert,Chacon2014,b a s a,expert,Chacon2014
Tuyuka-28-dance-1-1,Tuyuka-28-dance-1,b.a.s.a,28-dance-62,false,expert,Chacon2014,b a s a,expert,Chacon2014
Wanano-28-dance-1-1,Wanano-28-dance-1,b.a.s.a,28-dance-62,false,expert,Chacon2014,b a s a,expert,Chacon2014
Prototucanoan-28-dance-1-1,Prototucanoan-28-dance-1,pʔ.a.j.a,28-dance-62,false,expert,Chacon2014,pˀ a j a,expert,Chacon2014
Barasano-45-fishingnet-1-1,Barasano-45-fishingnet-1,b.a.h.i,45-fishingnet-63,false,expert,Chacon2014,b a h i,expert,Chacon2014
Karapan-45-fishingnet-1-1,Karapan-45-fishingnet-1,b.a.p.i,45-fishingnet-63,false,expert,Chacon2014,b a p i,expert,Chacon2014
Kubeo-45-fishingnet-1-1,Kubeo-45-fishingnet-1,p.á.p.i,45-fishingnet-63,false,expert,Chacon2014,p a p i,expert,Chacon2014
Tuyuka-45-fishingnet-1-1,Tuyuka-45-fishingnet-1,b.a.p.i,45-fishingnet-63,false,expert,Chacon2014,b a p i,expert,Chacon2014
Prototucanoan-45-fishingnet-1-1,Prototucanoan-45-fishingnet-1,pʔ.a.p.i,45-fishingnet-63,false,expert,Chacon2014,pˀ a p i,expert,Chacon2014
Barasano-65-ingafruitsp-1-1,Barasano-65-ingafruitsp-1,m.ẽ.n.ẽ,65-ingafruitsp-64,false,expert,Chacon2014,m ẽ n ẽ,expert,Chacon2014
Desano-65-ingafruitsp-1-1,Desano-65-ingafruitsp-1,m.ẽ.h.ẽ,65-ingafruitsp-64,false,expert,Chacon2014,m ẽ h ẽ,expert,Chacon2014
Karapan-65-ingafruitsp-1-1,Karapan-65-ingafruitsp-1,m.ẽ.n.ẽ,65-ingafruitsp-64,false,expert,Chacon2014,m ẽ n ẽ,expert,Chacon2014
Koreguahe-65-ingafruitsp-1-1,Koreguahe-65-ingafruitsp-1,p.e.n.e,65-ingafruitsp-64,false,expert,Chacon2014,p e n e,expert,Chacon2014
Kubeo-65-ingafruitsp-1-1,Kubeo-65-ingafruitsp-1,m.ẽ.n.ẽ,65-ingafruitsp-64,false,expert,Chacon2014,m ẽ n ẽ,expert,Chacon2014
Kueretu-65-ingafruitsp-1-1,Kueretu-65-ingafruitsp-1,m.e.ʔn.e,65-ingafruitsp-64,false,expert,Chacon2014,m e ˀn e,expert,Chacon2014
Maihiki-65-ingafruitsp-1-1,Maihiki-65-ingafruitsp-1,m.e.n.e,65-ingafruitsp-64,false,expert,Chacon2014,m e n e,expert,Chacon2014
Sekoya-65-ingafruitsp-1-1,Sekoya-65-ingafruitsp-1,pʔ.e.n.ẽ,65-ingafruitsp-64,false,expert,Chacon2014,pˀ e n ẽ,expert,Chacon2014
Siona-65-ingafruitsp-1-1,Siona-65-ingafruitsp-1,pʔ.e.n.e,65-ingafruitsp-64,false,expert,Chacon2014,pˀ e n e,expert,Chacon2014
Tukano-65-ingafruitsp-1-1,Tukano-65-ingafruitsp-1,m.ẽ.n.ẽ,65-ingafruitsp-64,false,expert,Chacon2014,m ẽ n ẽ,expert,Chacon2014
Wanano-65-ingafruitsp-1-1,Wanano-65-ingafruitsp-1,m.ẽ.n.ẽ,65-ingafruitsp-64,false,expert,Chacon2014,m ẽ n ẽ,expert,Chacon2014
Prototucanoan-65-ingafruitsp-1-1,Prototucanoan-65-ingafruitsp-1,pʔ.e.n.e,65-ingafruitsp-64,false,expert,Chacon2014,pˀ e n e,expert,Chacon2014
Koreguahe-32-duck-1-1,Koreguahe-32-duck-1,p.e.t.e,32-duck-65,false,expert,Chacon2014,p e t e,expert,Chacon2014
Kubeo-32-duck-1-1,Kubeo-32-duck-1,b.e.d.e,32-duck-65,false,expert,Chacon2014,b e d e,expert,Chacon2014
Sekoya-32-duck-1-1,Sekoya-32-duck-1,pʔ.e.t.e,32-duck-65,false,expert,Chacon2014,pˀ e t e,expert,Chacon2014
Siona-32-duck-1-1,Siona-32-duck-1,pʔ.e.t.e,32-duck-65,false,expert,Chacon2014,pˀ e t e,expert,Chacon2014
Prototucanoan-32-duck-1-1,Prototucanoan-32-duck-1,pʔ.e.t.e,32-duck-65,false,expert,Chacon2014,pˀ e t e,expert,Chacon2014
Barasano-25-chili-1-1,Barasano-25-chili-1,b.i.a,25-chili-66,false,expert,Chacon2014,b i a,expert,Chacon2014
Desano-25-chili-1-1,Desano-25-chili-1,b.i.a,25-chili-66,false,expert,Chacon2014,b i a,expert,Chacon2014
Karapan-25-chili-1-1,Karapan-25-chili-1,b.i.a,25-chili-66,false,expert,Chacon2014,b i a,expert,Chacon2014
Koreguahe-25-chili-1-1,Koreguahe-25-chili-1,p.i.a,25-chili-66,false,expert,Chacon2014,p i a,expert,Chacon2014
Kubeo-25-chili-1-1,Kubeo-25-chili-1,b.i.a,25-chili-66,false,expert,Chacon2014,b i a,expert,Chacon2014
Kueretu-25-chili-1-1,Kueretu-25-chili-1,b.i.a,25-chili-66,false,expert,Chacon2014,b i a,expert,Chacon2014
Maihiki-25-chili-1-1,Maihiki-25-chili-1,b.i.a,25-chili-66,false,expert,Chacon2014,b i a,expert,Chacon2014
Piratapuyo-25-chili-1-1,Piratapuyo-25-chili-1,b.i.a,25-chili-66,false,expert,Chacon2014,b i a,expert,Chacon2014
Sekoya-25-chili-1-1,Sekoya-25-chili-1,pʔ.i.a,25-chili-66,false,expert,Chacon2014,pˀ i a,expert,Chacon2014
Siona-25-chili-1-1,Siona-25-chili-1,pʔ.i.a,25-chili-66,false,expert,Chacon2014,pˀ i a,expert,Chacon2014
Tanimuka-25-chili-1-1,Tanimuka-25-chili-1,b.i.a,25-chili-66,false,expert,Chacon2014,b i a,expert,Chacon2014
Tukano-25-chili-1-1,Tukano-25-chili-1,b.i.a,25-chili-66,false,expert,Chacon2014,b i a,expert,Chacon2014
